"221Addie_GranddadandPops" "221Addie_TheSlap" "AMAZINGmadness_Alike" "AMAZINGmadness_ItMayBeRage" "AmbiguousMorals_CapturedInaPrecariousSituation" "AmbiguousMorals_TwoYearsLater" "EventHorizon_InFineSpirits" "EventHorizon_NotQuiteaCountryHoliday" "Lizard501_TheCollegeDays" "Lizard501_TheForger" "okapi_Bees&OtherStories" "okapi_Cheers" "okapi_FromthePenofInkyQuill"
"arriving" 0 0 0 0 0 0 0.005156043988421 0.00338029692528192 0.00568020448736154 0 0 0 0
"ass" 0 0 0.00893535272304874 0 0 0 0 0 0 0 0 0.00140014841573207 0.0109010835677066
"associate" 0 0 0.00148922545384146 0 0 0 0.00220973313789471 0.000676059385056383 0 0 0 0.00280029683146414 0.0087208668541653
"assortment" 0 0 0 0 0 0 0.00294631085052628 0.0040563563103383 0 0 0.00121552468122865 0.00140014841573207 0
"assure" 0 0 0.00297845090768291 0 0 0.00376265191707115 0.00147315542526314 0.00270423754022553 0 0 0.00364657404368596 0.000700074207866034 0
"astonishment" 0 0 0.00446767636152437 0 0 0 0 0.00202817815516915 0 0 0.00486209872491461 0.000700074207866034 0.00436043342708265
"avenue" 0 0 0 0 0 0 0.00147315542526314 0.00202817815516915 0 0 0.00729314808737191 0 0.00436043342708265
"beautifully" 0 0 0.00148922545384146 0 0 0 0.00294631085052628 0.000676059385056383 0 0 0 0.00490051945506224 0
"behave" 0 0 0.00297845090768291 0 0 0 0.00294631085052628 0.00338029692528192 0 0 0.00121552468122865 0.000700074207866034 0
"behold" 0 0 0 0 0.00811359026369168 0 0.00368288856315786 0.00270423754022553 0 0 0.0024310493624573 0 0.00218021671354133
"bestowed" 0 0 0 0 0 0 0.000736577712631571 0.000676059385056383 0 0 0.00607762340614326 0.000700074207866034 0.0109010835677066
"bleeding" 0 0 0.00744612726920729 0 0 0.00376265191707115 0 0.000676059385056383 0 0 0.00364657404368596 0.0021002226235981 0
"bless" 0 0 0 0 0 0 0 0 0 0 0.00364657404368596 0.00490051945506224 0.00654065014062398
"blown" 0 0 0.00595690181536583 0 0 0 0.00220973313789471 0.000676059385056383 0 0 0.00121552468122865 0.00280029683146414 0
"bomb" 0 0 0.00148922545384146 0 0 0 0.000736577712631571 0.00473241569539468 0 0 0 0.0021002226235981 0.00218021671354133
"bouche" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"brains" 0 0 0.00297845090768291 0 0 0 0.000736577712631571 0.0040563563103383 0 0 0.00121552468122865 0.0021002226235981 0
"brushing" 0 0 0.00744612726920729 0 0 0.00376265191707115 0 0.000676059385056383 0.00568020448736154 0 0.00121552468122865 0.0021002226235981 0.00218021671354133
"bug" 0.0106010813102937 0 0 0 0 0.00376265191707115 0.00294631085052628 0.0040563563103383 0 0 0 0 0.00218021671354133
"bundle" 0 0 0 0 0 0.0075253038341423 0.000736577712631571 0.00135211877011277 0 0 0.00364657404368596 0.00280029683146414 0.00218021671354133
"bury" 0 0 0 0 0.00811359026369168 0.0075253038341423 0 0.00135211877011277 0.00568020448736154 0 0.0024310493624573 0.00350037103933017 0
"cane" 0 0 0 0 0 0 0 0 0 0.0193236714975845 0.00121552468122865 0.00770081628652637 0
"career" 0.0106010813102937 0 0 0 0 0.00376265191707115 0.00220973313789471 0.00135211877011277 0 0 0.00607762340614326 0.000700074207866034 0
"carriage" 0.0106010813102937 0 0 0 0 0 0 0.00135211877011277 0.0113604089747231 0 0.00364657404368596 0.0021002226235981 0.00436043342708265
"celui" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"cheap" 0 0 0 0 0 0 0.00441946627578943 0.00135211877011277 0 0.0193236714975845 0.00121552468122865 0.0021002226235981 0
"cigarettes" 0 0 0.00446767636152437 0 0 0.0075253038341423 0.00220973313789471 0.00135211877011277 0 0 0.00121552468122865 0.00140014841573207 0
"classroom" 0 0 0 0 0 0 0 0 0.0738426583357001 0 0 0 0
"cleft" 0 0 0 0 0 0 0 0 0 0 0.0024310493624573 0.00770081628652637 0
"comb" 0 0 0 0 0 0 0.00147315542526314 0.0040563563103383 0 0 0.00364657404368596 0.000700074207866034 0.00218021671354133
"comic" 0 0 0 0 0 0 0.000736577712631571 0.00743665323562022 0 0 0 0.000700074207866034 0
"congratulations" 0 0 0 0 0 0 0.00294631085052628 0.000676059385056383 0.00568020448736154 0 0.00121552468122865 0.00280029683146414 0.00436043342708265
"connection" 0 0 0.00148922545384146 0 0 0 0.00589262170105257 0.00135211877011277 0 0 0 0.00140014841573207 0
"conscience" 0 0 0.00893535272304874 0.00547585149490746 0 0 0.000736577712631571 0.00135211877011277 0 0 0 0 0.00654065014062398
"contract" 0 0 0.00893535272304874 0 0 0 0.00368288856315786 0.000676059385056383 0 0 0 0.000700074207866034 0
"contrary" 0 0 0.00744612726920729 0 0 0.00376265191707115 0 0.000676059385056383 0 0 0.0024310493624573 0.0021002226235981 0.00218021671354133
"contre" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"core" 0 0 0.00148922545384146 0 0 0.0075253038341423 0.00220973313789471 0 0 0 0 0.0042004452471962 0.00218021671354133
"countless" 0 0 0 0 0 0 0.00662919941368414 0.00202817815516915 0 0 0.00121552468122865 0 0
"counts" 0 0 0 0 0.00811359026369168 0 0.00368288856315786 0.00135211877011277 0 0 0.00121552468122865 0.00280029683146414 0
"created" 0.0106010813102937 0 0.00297845090768291 0 0 0.00376265191707115 0.00294631085052628 0.00202817815516915 0 0 0 0.00140014841573207 0
"crisp" 0 0 0 0 0 0 0.00147315542526314 0.000676059385056383 0 0 0.00121552468122865 0.0042004452471962 0.00654065014062398
"crop" 0 0 0 0 0 0 0 0 0 0 0 0.00910096470225844 0
"cruel" 0 0 0.00148922545384146 0 0 0.00376265191707115 0.00294631085052628 0.00135211877011277 0 0.0193236714975845 0.00364657404368596 0 0.00218021671354133
"da" 0 0 0 0 0 0 0 0.00540847508045107 0 0 0.00121552468122865 0 0.0087208668541653
"danced" 0 0 0.00297845090768291 0 0 0 0.00147315542526314 0.000676059385056383 0 0 0.00364657404368596 0.00350037103933017 0
"decisions" 0.0106010813102937 0 0 0 0.0162271805273834 0.00376265191707115 0.00220973313789471 0.00202817815516915 0.00568020448736154 0 0 0.000700074207866034 0.00218021671354133
"demonstrate" 0 0 0.00148922545384146 0 0 0 0.005156043988421 0.00202817815516915 0 0 0.00121552468122865 0 0.00218021671354133
"description" 0 0 0 0 0 0.00376265191707115 0.005156043988421 0.00135211877011277 0 0 0.00121552468122865 0.00140014841573207 0
"disaster" 0 0 0.00148922545384146 0 0 0 0.00589262170105257 0.00202817815516915 0 0 0.00121552468122865 0 0
"disdain" 0 0 0.0104245781768902 0 0 0 0.00147315542526314 0.000676059385056383 0 0 0.00121552468122865 0.000700074207866034 0.00218021671354133
"drain" 0 0.00709924747976714 0.00148922545384146 0 0 0 0.00147315542526314 0.00135211877011277 0 0.0193236714975845 0.00364657404368596 0.000700074207866034 0.00436043342708265
"duly" 0 0 0 0 0 0 0.00147315542526314 0.00473241569539468 0 0.0193236714975845 0.00121552468122865 0 0.00436043342708265
"eagerly" 0 0 0.00148922545384146 0 0 0 0.000736577712631571 0.000676059385056383 0 0 0.00364657404368596 0.00350037103933017 0.00436043342708265
"education" 0 0 0.00148922545384146 0 0 0.0075253038341423 0.00441946627578943 0.000676059385056383 0 0 0 0.000700074207866034 0.00436043342708265
"efficient" 0 0 0 0 0 0 0.00368288856315786 0.000676059385056383 0 0 0.0024310493624573 0.0021002226235981 0.00436043342708265
"exhibit" 0.0106010813102937 0 0 0 0 0 0 0 0 0 0.00121552468122865 0 0.0239823838489546
"expectations" 0 0 0.00148922545384146 0 0.00811359026369168 0.00376265191707115 0.00368288856315786 0.00135211877011277 0 0 0.00121552468122865 0.000700074207866034 0.00218021671354133
"explore" 0 0 0 0 0.00811359026369168 0.00376265191707115 0.000736577712631571 0.00473241569539468 0 0 0.00121552468122865 0.000700074207866034 0.00218021671354133
"expressed" 0 0 0 0 0 0 0.00147315542526314 0.00540847508045107 0 0 0.00121552468122865 0.00140014841573207 0
"eyelashes" 0 0 0 0 0 0 0 0 0 0 0.00121552468122865 0.0084008904943924 0
"feared" 0 0 0.00297845090768291 0 0 0.0075253038341423 0.00147315542526314 0.00202817815516915 0 0.0193236714975845 0.0024310493624573 0.000700074207866034 0
"feature" 0 0 0 0 0 0 0.00147315542526314 0.00338029692528192 0 0 0.0024310493624573 0.00140014841573207 0.00436043342708265
"feline" 0 0 0 0 0 0 0 0 0.0170406134620846 0 0.00364657404368596 0.00350037103933017 0.00436043342708265
"female" 0 0 0 0 0 0.0112879557512135 0.00441946627578943 0.000676059385056383 0.00568020448736154 0 0.00121552468122865 0.000700074207866034 0
"figures" 0 0.0212977424393014 0 0 0 0 0 0.00135211877011277 0 0 0.00486209872491461 0.0021002226235981 0.00218021671354133
"fille" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"financial" 0 0 0 0 0 0 0.00810235483894728 0.00135211877011277 0 0 0 0 0
"fireplace" 0 0 0.0119138036307317 0 0 0 0.00147315542526314 0.000676059385056383 0 0 0 0.00140014841573207 0
"flannel" 0 0 0 0 0 0 0 0.000676059385056383 0 0 0.0024310493624573 0.0063006678707943 0.00218021671354133
"flashed" 0 0.00709924747976714 0.00446767636152437 0 0 0.00376265191707115 0 0 0 0 0 0.0042004452471962 0.00436043342708265
"fleeting" 0 0 0 0 0.00811359026369168 0.00376265191707115 0.00294631085052628 0.000676059385056383 0 0 0.00364657404368596 0.00140014841573207 0.00218021671354133
"fork" 0 0 0 0 0 0 0.000736577712631571 0.00202817815516915 0.0113604089747231 0 0.00486209872491461 0.0021002226235981 0
"frantic" 0 0 0.00148922545384146 0 0 0 0 0.00540847508045107 0 0 0.00121552468122865 0.00140014841573207 0.00218021671354133
"furiously" 0 0 0 0 0 0.0075253038341423 0 0.00608453446550745 0 0 0 0.00140014841573207 0
"giggle" 0 0 0.00148922545384146 0 0 0 0.00220973313789471 0.0040563563103383 0 0 0 0.0021002226235981 0
"goodbye" 0 0 0.00297845090768291 0 0 0 0.00147315542526314 0.00473241569539468 0.00568020448736154 0 0 0.000700074207866034 0
"gorge" 0 0 0 0.060234366443982 0 0 0 0 0 0 0.00121552468122865 0.000700074207866034 0
"granted" 0 0 0 0 0.0162271805273834 0.0188132595853558 0.000736577712631571 0.00202817815516915 0 0 0.00121552468122865 0 0.00218021671354133
"grief" 0 0 0 0 0 0 0.000736577712631571 0.000676059385056383 0 0 0.00729314808737191 0.00280029683146414 0.00218021671354133
"grunts" 0 0 0 0 0 0 0 0 0 0 0.00486209872491461 0.00560059366292827 0.00218021671354133
"halloween" 0.0212021626205873 0 0 0 0 0 0.000736577712631571 0 0 0 0 0.00700074207866034 0
"halls" 0.031803243930881 0.00709924747976714 0 0 0.00811359026369168 0 0.00220973313789471 0.00135211877011277 0.00568020448736154 0.0193236714975845 0 0 0.00218021671354133
"hastily" 0 0 0.00595690181536583 0 0.00811359026369168 0 0 0.00135211877011277 0 0 0.00364657404368596 0.000700074207866034 0.00436043342708265
"hats" 0 0 0 0 0 0 0 0.00540847508045107 0 0.0193236714975845 0 0.000700074207866034 0.00654065014062398
"hearts" 0 0 0 0 0 0 0.00220973313789471 0.00135211877011277 0 0 0.00486209872491461 0.000700074207866034 0.00654065014062398
"highest" 0 0 0 0 0.00811359026369168 0 0.00368288856315786 0.00202817815516915 0 0 0.0024310493624573 0 0.00436043342708265
"hmmmmm" 0 0 0 0 0 0 0.005156043988421 0.0040563563103383 0 0 0 0 0
"hunt" 0 0 0.00148922545384146 0 0 0 0.000736577712631571 0.00270423754022553 0 0 0.0024310493624573 0.00350037103933017 0
"hurled" 0 0 0 0 0 0 0.00368288856315786 0.000676059385056383 0 0 0.00607762340614326 0.00140014841573207 0
"imagining" 0 0 0.00595690181536583 0 0 0 0.000736577712631571 0.00270423754022553 0 0 0 0.00280029683146414 0
"impaled" 0 0 0 0 0 0 0 0 0 0 0.0024310493624573 0.00700074207866034 0.00218021671354133
"importantly" 0.0106010813102937 0 0.00446767636152437 0 0 0 0.000736577712631571 0.00338029692528192 0 0 0 0.0021002226235981 0
"innocent" 0 0 0.00744612726920729 0 0 0 0.00220973313789471 0.00202817815516915 0.00568020448736154 0 0 0 0.00218021671354133
"inquiring" 0 0 0.00148922545384146 0 0 0 0.000736577712631571 0.000676059385056383 0 0 0.00486209872491461 0.00280029683146414 0.00436043342708265
"insanity" 0 0 0.00148922545384146 0 0 0 0.00294631085052628 0.00540847508045107 0 0 0 0 0
"insist" 0 0 0.00446767636152437 0 0 0.00376265191707115 0.00147315542526314 0.000676059385056383 0.00568020448736154 0 0.00364657404368596 0.00140014841573207 0
"inspection" 0 0 0 0 0 0 0.00368288856315786 0.00473241569539468 0 0 0 0.000700074207866034 0
"instinct" 0 0 0.00148922545384146 0.0164275544847224 0 0.00376265191707115 0.00220973313789471 0 0 0 0.0024310493624573 0.00140014841573207 0.00218021671354133
"instructions" 0 0 0 0 0.0162271805273834 0 0.00147315542526314 0 0 0 0.00607762340614326 0.0021002226235981 0.00218021671354133
"invisible" 0 0.00709924747976714 0.00148922545384146 0.00547585149490746 0.00811359026369168 0 0.00147315542526314 0.00202817815516915 0 0 0.00121552468122865 0.0021002226235981 0
"jill" 0.137814057033817 0 0 0 0 0 0 0 0 0 0 0 0
"kinds" 0 0 0.00446767636152437 0 0.00811359026369168 0 0.000736577712631571 0.000676059385056383 0 0 0.00364657404368596 0.00140014841573207 0.00436043342708265
"knight" 0 0.00709924747976714 0.00297845090768291 0 0 0 0.00368288856315786 0 0 0 0.0024310493624573 0.000700074207866034 0.00436043342708265
"lasted" 0.0106010813102937 0.00709924747976714 0.00446767636152437 0 0 0 0.00441946627578943 0.00135211877011277 0 0 0 0 0
"launched" 0 0.00709924747976714 0 0 0 0 0 0.00202817815516915 0 0 0.00486209872491461 0 0.0109010835677066
"legion" 0 0 0 0 0 0 0.00294631085052628 0.00202817815516915 0 0 0.00364657404368596 0.00140014841573207 0.00218021671354133
"lied" 0 0 0.00148922545384146 0 0 0 0 0.00135211877011277 0.0113604089747231 0.0193236714975845 0.0024310493624573 0.00280029683146414 0.00218021671354133
"lightning" 0 0 0 0 0 0 0 0.00135211877011277 0 0 0.00121552468122865 0.00490051945506224 0.00654065014062398
"lingered" 0.0106010813102937 0 0.00148922545384146 0 0 0 0.00220973313789471 0.00202817815516915 0 0 0.00364657404368596 0.00140014841573207 0
"located" 0 0 0.00148922545384146 0 0 0 0.00220973313789471 0.00338029692528192 0 0 0.00121552468122865 0 0.00654065014062398
"lungs" 0 0 0.00148922545384146 0 0.00811359026369168 0 0 0.00270423754022553 0 0 0.00364657404368596 0.00140014841573207 0.00436043342708265
"mail" 0 0 0.00297845090768291 0 0 0.00376265191707115 0.00147315542526314 0.00338029692528192 0 0 0 0.0021002226235981 0
"manor" 0.0212021626205873 0 0 0 0 0 0 0.00676059385056383 0 0 0.00121552468122865 0 0
"march" 0 0 0 0 0 0 0.00294631085052628 0.00338029692528192 0 0 0.00364657404368596 0 0.00218021671354133
"marched" 0 0 0 0 0 0 0 0.00473241569539468 0 0 0.00364657404368596 0.00140014841573207 0.00218021671354133
"masks" 0 0 0 0 0 0.00376265191707115 0 0.0040563563103383 0 0 0.0024310493624573 0.0021002226235981 0.00218021671354133
"mastermind" 0 0 0.00297845090768291 0 0 0 0 0.000676059385056383 0 0.0193236714975845 0 0.0063006678707943 0
"matched" 0 0.00709924747976714 0.00148922545384146 0 0 0 0.00441946627578943 0.00135211877011277 0.00568020448736154 0 0 0.00140014841573207 0
"messages" 0 0.00709924747976714 0.00744612726920729 0 0 0.0075253038341423 0.000736577712631571 0.00135211877011277 0 0 0 0.000700074207866034 0.00218021671354133
"mild" 0 0.00709924747976714 0 0 0 0.0075253038341423 0.000736577712631571 0.000676059385056383 0 0 0.0024310493624573 0.000700074207866034 0.0109010835677066
"mince" 0 0 0 0.0109517029898149 0 0 0.00147315542526314 0 0 0 0.0024310493624573 0.0042004452471962 0.00218021671354133
"mistress" 0 0 0.00148922545384146 0 0 0 0.000736577712631571 0 0 0 0.0024310493624573 0.00560059366292827 0.00218021671354133
"mixed" 0 0 0 0 0 0.0075253038341423 0.00147315542526314 0 0.00568020448736154 0 0.00364657404368596 0.00280029683146414 0.00218021671354133
"mof" 0 0 0 0 0 0 0 0.00878877200573298 0 0 0 0 0
"mort" 0 0 0 0.0657102179388895 0 0 0 0 0 0 0 0.000700074207866034 0
"needn" 0 0 0 0 0.00811359026369168 0 0 0 0 0 0.00972419744982922 0.00280029683146414 0
"nest" 0 0 0.00148922545384146 0 0 0 0.00294631085052628 0 0 0 0.0024310493624573 0.00350037103933017 0.00218021671354133
"notebook" 0 0.00709924747976714 0.00148922545384146 0 0 0.00376265191707115 0 0.00135211877011277 0 0 0.00121552468122865 0.00350037103933017 0.00436043342708265
"numbers" 0 0 0.00297845090768291 0 0 0.00376265191707115 0.00368288856315786 0 0 0.0193236714975845 0 0.00140014841573207 0.00436043342708265
"obliged" 0 0 0.00148922545384146 0 0 0 0 0 0 0 0.00364657404368596 0.0063006678707943 0
"occasions" 0 0 0 0 0 0.0075253038341423 0.00294631085052628 0.00135211877011277 0 0 0.0024310493624573 0.000700074207866034 0.00436043342708265
"officially" 0 0 0.00148922545384146 0 0 0 0.005156043988421 0.00270423754022553 0.00568020448736154 0 0 0 0
"opportunities" 0 0 0 0 0 0 0.005156043988421 0.00338029692528192 0 0 0 0 0.00218021671354133
"padded" 0 0 0 0 0 0.00376265191707115 0.000736577712631571 0.00202817815516915 0 0 0.00121552468122865 0.00490051945506224 0
"parcel" 0 0 0 0 0 0 0.000736577712631571 0.00202817815516915 0 0 0.00364657404368596 0.00350037103933017 0.00218021671354133
"parlow" 0 0 0 0 0 0 0 0 0.0738426583357001 0 0 0 0
"parvint" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"patch" 0 0 0 0 0 0 0.000736577712631571 0.00338029692528192 0 0 0 0.0042004452471962 0.00218021671354133
"pathetic" 0 0.00709924747976714 0.00595690181536583 0 0 0 0.00147315542526314 0 0 0 0.00121552468122865 0.0021002226235981 0.00436043342708265
"patron" 0 0 0 0 0 0 0.00662919941368414 0 0 0 0.0024310493624573 0.00140014841573207 0
"permit" 0 0 0 0 0.00811359026369168 0 0.000736577712631571 0.00338029692528192 0 0 0 0.00350037103933017 0.00218021671354133
"petals" 0 0 0 0 0 0 0 0 0 0 0.00607762340614326 0.0042004452471962 0.00436043342708265
"pitcher" 0 0 0 0 0 0 0 0.00202817815516915 0 0 0 0.00560059366292827 0.00436043342708265
"plug" 0 0 0 0 0 0 0 0 0 0 0.00121552468122865 0.0084008904943924 0
"politely" 0.0106010813102937 0 0.00297845090768291 0 0.00811359026369168 0 0 0.00135211877011277 0 0 0.0024310493624573 0.00280029683146414 0.00218021671354133
"pouvoir" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"practical" 0 0 0 0 0.00811359026369168 0 0.00368288856315786 0.00202817815516915 0 0 0.00121552468122865 0.00140014841573207 0.00218021671354133
"precise" 0 0 0.00148922545384146 0 0 0 0.00220973313789471 0.00135211877011277 0 0 0.00486209872491461 0.000700074207866034 0.00436043342708265
"prime" 0 0 0.00148922545384146 0.0109517029898149 0 0 0.00147315542526314 0.00135211877011277 0 0 0 0.00350037103933017 0.00218021671354133
"probability" 0 0 0 0 0 0 0.00368288856315786 0.00135211877011277 0 0 0.0024310493624573 0.00280029683146414 0
"puis" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"purse" 0 0 0 0 0 0 0.00368288856315786 0.000676059385056383 0 0 0 0.00350037103933017 0.00436043342708265
"pursue" 0 0 0 0 0.00811359026369168 0.0075253038341423 0.00220973313789471 0.00270423754022553 0 0 0.00364657404368596 0 0
"radio" 0 0 0.00148922545384146 0 0.00811359026369168 0 0 0.00743665323562022 0 0 0 0 0
"raison" 0 0 0 0.0657102179388895 0 0 0 0 0 0 0.00121552468122865 0 0
"rape" 0 0 0.016381479992256 0 0 0.00376265191707115 0 0 0 0 0 0.000700074207866034 0
"recognise" 0 0 0.00446767636152437 0 0.00811359026369168 0.00376265191707115 0 0 0 0 0.00607762340614326 0.00140014841573207 0.00218021671354133
"refusal" 0 0 0 0 0.00811359026369168 0 0.00441946627578943 0.00338029692528192 0 0 0 0.000700074207866034 0
"relaxation" 0 0 0.00148922545384146 0 0 0 0.00589262170105257 0.00202817815516915 0 0 0.00121552468122865 0 0
"reminder" 0 0.00709924747976714 0.00446767636152437 0 0 0 0 0.00135211877011277 0 0 0.0024310493624573 0.00280029683146414 0.00218021671354133
"repeat" 0 0 0.00893535272304874 0 0.00811359026369168 0.00376265191707115 0.000736577712631571 0.000676059385056383 0 0 0.0024310493624573 0.000700074207866034 0
"retirement" 0 0 0 0 0 0 0.00147315542526314 0.000676059385056383 0 0 0.0109397221310579 0 0.00218021671354133
"retreat" 0 0 0 0 0 0.0075253038341423 0.00147315542526314 0.000676059385056383 0 0 0.0024310493624573 0.00280029683146414 0.00436043342708265
"returns" 0 0 0.00148922545384146 0 0 0.00376265191707115 0.000736577712631571 0.000676059385056383 0 0 0.00729314808737191 0 0.00654065014062398
"reveal" 0 0.00709924747976714 0.00297845090768291 0 0 0.00376265191707115 0.00147315542526314 0.000676059385056383 0 0 0 0.00140014841573207 0.0087208668541653
"rings" 0 0 0.00446767636152437 0 0 0.00376265191707115 0.000736577712631571 0 0 0 0 0.00490051945506224 0.00218021671354133
"rocks" 0.0106010813102937 0 0 0 0 0 0.00147315542526314 0.00338029692528192 0 0 0.00364657404368596 0.00140014841573207 0
"rode" 0 0 0 0 0 0 0.00147315542526314 0.00473241569539468 0 0 0 0.00280029683146414 0
"rudolph" 0 0 0 0 0 0 0.00957551026421042 0 0 0 0 0 0
"rutting" 0 0 0 0 0.0162271805273834 0.00376265191707115 0 0 0 0 0.0024310493624573 0.00560059366292827 0
"sacks" 0 0 0 0 0 0 0.00147315542526314 0.00676059385056383 0 0 0 0 0.00218021671354133
"satisfying" 0 0 0.00595690181536583 0 0 0 0.00147315542526314 0.000676059385056383 0 0 0.00486209872491461 0.000700074207866034 0.00218021671354133
"scarf" 0 0.00709924747976714 0.00297845090768291 0 0 0 0.000736577712631571 0 0 0 0 0.00560059366292827 0.00218021671354133
"scooped" 0 0.00709924747976714 0 0 0 0 0.00147315542526314 0.00202817815516915 0 0 0.00121552468122865 0.00350037103933017 0.00218021671354133
"scrutiny" 0 0 0.00148922545384146 0 0 0.00376265191707115 0.00368288856315786 0.00202817815516915 0 0 0.00121552468122865 0.00140014841573207 0
"scurried" 0.0106010813102937 0 0 0 0 0 0.000736577712631571 0.00338029692528192 0 0 0.00121552468122865 0.0021002226235981 0.00436043342708265
"shattered" 0 0.0141984949595343 0.00297845090768291 0 0 0.0075253038341423 0 0.000676059385056383 0 0 0.00486209872491461 0.000700074207866034 0.00218021671354133
"sheep" 0 0 0 0 0 0 0 0.00608453446550745 0 0 0.0024310493624573 0.000700074207866034 0.00218021671354133
"sheer" 0 0 0 0 0.00811359026369168 0.0112879557512135 0.000736577712631571 0.000676059385056383 0 0 0.0024310493624573 0.0021002226235981 0.00436043342708265
"shoving" 0 0 0 0 0 0 0.00294631085052628 0.00135211877011277 0 0 0.00121552468122865 0.0042004452471962 0
"shuddered" 0 0 0.00148922545384146 0 0 0.00376265191707115 0.000736577712631571 0.000676059385056383 0 0 0.00121552468122865 0.00490051945506224 0.00218021671354133
"sipping" 0 0 0.00297845090768291 0 0.00811359026369168 0.00376265191707115 0.00220973313789471 0.000676059385056383 0 0.0193236714975845 0.00121552468122865 0.0021002226235981 0
"skip" 0 0.00709924747976714 0 0 0 0.0112879557512135 0.00294631085052628 0.00135211877011277 0 0 0 0.00140014841573207 0.00218021671354133
"skulls" 0 0 0 0 0 0 0 0.0040563563103383 0 0 0 0.00490051945506224 0
"slumped" 0 0 0.00148922545384146 0 0.00811359026369168 0.00376265191707115 0.00147315542526314 0.00202817815516915 0.00568020448736154 0 0.00121552468122865 0.0021002226235981 0
"snaps" 0 0 0 0 0 0 0.00294631085052628 0.00473241569539468 0 0 0 0.00140014841573207 0
"soaked" 0 0 0.00446767636152437 0 0 0.00376265191707115 0 0 0 0.0193236714975845 0.0024310493624573 0.00350037103933017 0.00218021671354133
"soap" 0 0 0 0 0 0 0.00147315542526314 0.00608453446550745 0 0 0 0.000700074207866034 0.00218021671354133
"soil" 0 0 0 0 0 0 0 0.00473241569539468 0 0 0.0024310493624573 0.000700074207866034 0.00654065014062398
"someday" 0.0106010813102937 0.00709924747976714 0 0 0 0 0.00220973313789471 0.00338029692528192 0 0 0.0024310493624573 0.000700074207866034 0
"sore" 0 0 0.00148922545384146 0 0 0 0.000736577712631571 0.000676059385056383 0 0 0.00121552468122865 0.00490051945506224 0.00436043342708265
"speechless" 0 0 0.00297845090768291 0 0 0.00376265191707115 0 0 0 0 0.0024310493624573 0.00560059366292827 0
"stinky" 0 0 0.00148922545384146 0 0 0 0.000736577712631571 0.00743665323562022 0 0 0 0 0
"stirring" 0 0 0.00148922545384146 0 0 0 0.000736577712631571 0.00135211877011277 0 0 0.00729314808737191 0.00140014841573207 0.00218021671354133
"straddled" 0 0 0 0 0 0 0 0 0 0 0 0.00910096470225844 0
"stronger" 0 0 0.00595690181536583 0 0 0.00376265191707115 0.000736577712631571 0.00135211877011277 0 0 0.00121552468122865 0.0021002226235981 0.00218021671354133
"suckled" 0 0 0 0 0 0 0 0 0 0 0.00121552468122865 0.0084008904943924 0
"swallowing" 0 0 0.00297845090768291 0 0 0.00376265191707115 0 0.000676059385056383 0.00568020448736154 0 0.0024310493624573 0.0042004452471962 0
"sweetly" 0 0 0 0 0 0 0.000736577712631571 0.00202817815516915 0 0 0.0024310493624573 0.00350037103933017 0.00436043342708265
"sweets" 0 0 0 0 0 0.00376265191707115 0.00368288856315786 0.000676059385056383 0 0 0.00121552468122865 0.0021002226235981 0.00436043342708265
"tant" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"tattoo" 0 0 0 0 0 0 0 0.00202817815516915 0 0.0579710144927536 0.00486209872491461 0.00140014841573207 0.00218021671354133
"theory" 0 0 0.00446767636152437 0 0 0.00376265191707115 0.00147315542526314 0.00202817815516915 0 0 0.0024310493624573 0.000700074207866034 0.00218021671354133
"thousands" 0 0 0 0 0.00811359026369168 0 0 0.000676059385056383 0 0 0.00972419744982922 0.000700074207866034 0.00436043342708265
"tidying" 0 0 0 0 0 0.00376265191707115 0.00294631085052628 0.0040563563103383 0 0 0.0024310493624573 0 0
"tomb" 0 0 0 0 0 0 0 0.000676059385056383 0 0 0.00850867276860057 0.000700074207866034 0.0087208668541653
"tossing" 0 0 0 0 0 0.00376265191707115 0.00294631085052628 0.000676059385056383 0 0 0.0024310493624573 0.00280029683146414 0.00218021671354133
"tracks" 0 0.00709924747976714 0.00148922545384146 0 0 0 0 0.00202817815516915 0 0 0.0024310493624573 0.00350037103933017 0.00218021671354133
"trapped" 0 0 0.00744612726920729 0 0 0 0.000736577712631571 0 0 0 0.00121552468122865 0.00280029683146414 0.00436043342708265
"très" 0 0 0 0.071186069433797 0 0 0 0 0 0 0 0 0
"trio" 0.0106010813102937 0 0 0 0 0 0 0.000676059385056383 0 0 0.00486209872491461 0.0042004452471962 0.00218021671354133
"tune" 0.0106010813102937 0 0.00148922545384146 0 0 0 0.000736577712631571 0.000676059385056383 0 0 0.00607762340614326 0.00140014841573207 0.00436043342708265
"twisting" 0 0 0.00595690181536583 0 0 0 0.000736577712631571 0 0.00568020448736154 0 0.00121552468122865 0.0042004452471962 0
